synthetic,machine,work,acdc,gear,pl1_w,freq_ghz,cpu_util,gpu_util,perf_score,power_w,temp_c,fluency_violation,policy_ver,fence_ver,envelope_ver
1,B,W0,DC,Balance,40,4.8,27.4,88.3,60.0,36.4,61.4,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,68.8,78.7,77.4,44.1,64.7,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,24.2,45.7,60.4,37.0,60.4,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,23.7,26.0,65.7,36.2,59.5,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,65.9,62.2,72.8,45.0,66.1,1,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,91.6,52.2,81.9,50.7,63.3,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,77.4,25.6,76.1,50.3,67.3,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,48.9,38.2,64.2,41.8,65.4,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,69.1,85.6,80.4,62.5,69.4,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,33.3,92.7,68.0,56.9,69.7,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,30.3,88.0,67.6,54.2,69.9,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,22.3,74.5,58.7,52.9,68.0,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,86.3,44.6,78.4,71.8,74.1,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,39.1,6.0,69.1,55.6,70.3,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,35.0,66.2,65.9,56.0,70.8,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,60.0,31.4,74.9,64.6,74.4,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,86.8,26.0,78.4,69.0,73.0,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,34.3,63.0,67.8,54.8,67.1,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,16.0,24.2,60.8,53.9,65.7,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,93.8,26.6,88.7,73.1,73.7,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,57.9,38.9,78.9,63.7,71.7,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,48.1,93.8,68.8,62.1,71.2,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,25.5,61.2,65.6,50.6,65.3,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,77.0,14.4,78.2,67.6,75.2,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,44.6,94.4,72.8,60.6,70.2,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,13.4,13.2,61.4,49.8,67.6,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,50.7,31.0,70.6,58.7,70.4,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,49.4,38.5,71.1,61.5,69.7,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,84.0,37.2,78.9,72.0,73.1,1,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,91.0,38.2,82.0,73.6,76.2,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,52.9,34.5,69.6,64.9,70.9,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,91.1,37.5,85.7,70.5,74.2,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,64.6,64.8,75.0,65.3,72.1,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,46.2,79.9,78.0,57.5,70.8,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,7.6,24.8,66.3,49.0,65.4,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,22.8,20.6,63.0,51.8,65.3,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,28.3,63.0,70.4,57.2,69.9,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,54.6,17.1,78.2,59.2,69.9,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,17.1,32.8,63.0,50.0,64.5,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,56.4,25.0,72.1,58.9,70.6,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,56.0,72.8,73.3,64.0,74.1,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,63.8,14.6,76.6,64.0,71.1,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,89.1,92.5,84.4,69.4,73.8,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,51.9,6.4,72.8,62.9,70.0,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,79.7,67.0,76.3,67.7,73.6,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,7.3,35.3,68.0,50.4,66.9,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,61.2,15.9,78.3,65.1,71.2,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,86.5,83.3,90.7,72.4,74.2,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,76.6,30.3,86.2,66.1,72.0,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,13.2,88.3,61.4,48.6,65.3,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,82.6,17.9,81.9,67.1,72.9,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,91.1,30.3,82.1,71.3,71.1,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,27.3,67.6,65.7,55.7,69.3,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,50.9,50.1,81.3,64.3,71.9,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,72.1,83.8,78.7,67.6,71.3,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,64.2,41.5,81.8,63.3,71.0,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,87.7,47.5,63.0,41.0,64.1,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,36.8,78.1,58.6,29.3,59.9,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,62.2,48.4,58.3,36.4,62.1,1,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,76.9,27.9,68.4,39.6,61.2,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,59.1,61.3,63.9,36.2,60.9,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,66.0,78.4,68.0,32.8,61.3,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,90.8,22.0,71.6,43.2,63.3,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,24.9,83.0,50.6,24.0,57.9,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,21.5,57.0,51.0,26.1,56.6,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,50.3,80.3,57.0,36.0,62.0,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,22.9,8.4,50.5,21.8,55.6,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,32.6,70.4,52.3,27.2,60.5,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,63.3,38.4,60.3,34.9,59.8,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,54.6,71.0,55.4,35.6,63.2,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,83.3,9.5,67.0,40.9,63.3,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,49.0,27.5,58.7,30.4,61.2,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,38.4,76.0,54.2,27.4,58.6,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,34.6,14.7,53.8,26.2,55.7,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,94.6,23.8,75.1,43.7,61.4,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,33.1,11.5,56.6,29.3,58.7,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,44.7,44.3,56.9,26.2,57.3,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,85.2,41.7,67.8,39.2,61.1,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,46.5,56.7,56.8,33.0,61.0,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,38.2,84.3,53.5,28.6,59.0,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,61.4,61.9,74.3,43.5,65.1,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,69.1,70.5,76.4,48.2,67.9,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,64.1,64.2,76.4,46.4,64.3,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,16.5,65.3,63.4,32.9,63.1,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,32.5,54.1,64.8,36.9,61.9,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,7.3,70.2,56.1,30.4,60.3,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,40.5,50.1,65.2,40.5,61.9,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,92.1,39.5,80.6,52.0,67.6,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,92.2,34.0,77.6,50.4,64.7,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,30.1,14.9,66.8,39.3,63.2,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,83.7,23.3,73.9,52.4,67.2,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,43.3,89.5,69.0,41.8,63.0,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,55.5,42.5,73.9,44.3,65.6,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,68.9,10.7,73.2,48.2,65.5,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,32.1,69.4,67.1,38.0,63.5,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,6.4,18.6,59.4,31.2,60.5,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,13.1,22.5,57.3,32.7,61.1,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,27.7,26.7,60.1,36.9,61.5,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,71.8,13.8,78.2,47.4,63.1,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,10.8,67.4,54.8,29.5,58.1,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,30.0,49.7,64.8,39.2,62.3,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,29.7,62.8,67.4,40.2,64.5,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,49.6,25.6,71.8,43.9,62.0,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,38.6,42.1,65.9,40.7,62.5,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,93.3,85.3,90.8,71.7,74.0,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,60.1,23.4,79.8,66.3,72.2,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,77.9,55.2,84.6,69.9,74.0,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,22.5,46.6,65.9,53.4,67.0,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,64.5,14.4,71.3,65.0,71.6,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,91.4,40.2,82.3,69.8,74.1,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,67.7,71.6,74.7,63.7,69.7,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,21.9,90.4,62.1,56.9,68.3,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,94.3,46.9,85.1,71.0,73.8,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,89.5,80.0,77.8,72.2,73.5,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,75.9,47.8,77.6,69.3,74.1,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,65.3,20.3,70.3,66.2,73.8,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,24.1,35.3,65.6,54.7,67.9,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,34.6,81.4,65.1,56.3,69.8,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,40.5,6.1,66.2,59.1,72.7,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,38.8,5.0,68.8,59.2,69.5,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,27.8,7.2,69.1,56.8,67.3,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,27.2,30.8,63.4,56.7,68.6,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,94.1,84.8,88.0,75.0,77.6,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,67.6,54.5,77.0,65.8,71.2,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,53.6,28.9,70.9,62.5,70.4,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,61.5,58.9,71.0,67.0,71.2,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,56.0,34.4,75.8,61.5,71.6,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,68.6,88.8,78.3,63.8,69.6,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,89.4,75.0,81.7,71.8,74.2,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,14.9,60.8,61.3,52.2,66.2,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,66.5,85.3,79.6,65.8,70.7,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,94.7,45.1,86.4,73.2,72.6,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,20.6,92.5,66.1,53.8,67.6,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,42.1,90.9,71.8,55.4,69.9,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,75.2,57.8,81.0,69.0,71.7,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,63.1,50.5,77.6,63.0,72.9,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,94.7,23.2,86.1,72.7,74.9,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,43.1,80.3,72.4,57.3,65.4,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,80.3,57.7,81.9,68.5,72.1,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,10.9,53.8,64.4,49.0,67.4,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,41.4,14.2,70.8,55.0,67.6,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,83.4,93.8,82.3,69.5,72.9,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,84.1,64.9,82.2,74.1,76.4,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,27.3,56.9,61.8,53.7,68.6,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,73.5,60.5,78.5,69.1,74.9,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,87.2,55.9,82.5,70.9,73.8,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,46.4,54.7,71.6,54.6,66.9,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,53.0,68.4,72.2,61.9,70.6,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,33.8,83.9,74.2,57.9,71.4,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,26.4,39.3,68.0,55.1,70.6,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,52.6,59.5,72.7,63.8,73.8,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,90.7,27.2,83.7,69.4,73.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,36.1,77.3,55.6,30.1,60.0,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,6.7,29.4,38.6,15.4,54.6,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,19.7,80.7,46.2,25.0,58.2,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,19.0,17.0,48.5,22.3,59.0,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,57.2,16.0,60.9,31.0,61.6,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,24.5,89.6,54.9,25.3,56.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,5.1,83.1,45.8,18.9,55.9,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,62.0,79.9,55.9,36.3,61.6,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,80.1,87.9,64.3,42.0,62.5,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,56.0,29.8,54.0,32.9,62.4,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,17.2,82.4,50.2,21.9,55.9,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,75.1,74.0,60.5,37.6,62.8,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,30.4,74.4,46.8,27.0,58.8,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,84.2,19.6,68.5,43.3,65.3,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,13.2,65.1,49.4,22.6,55.3,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,41.8,45.5,50.2,31.0,60.1,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,26.8,76.0,50.0,21.9,54.4,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,16.4,39.7,47.4,22.2,58.0,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,71.5,24.3,62.6,38.4,63.9,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,39.2,87.9,51.4,30.6,59.1,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,56.0,82.6,59.3,34.5,62.5,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,19.1,43.9,51.2,25.6,57.9,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,39.4,80.5,57.0,27.4,60.1,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,71.6,88.1,66.7,36.1,60.5,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,51.3,30.9,66.4,43.5,67.0,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,88.4,48.0,76.5,53.4,67.5,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,87.9,62.6,82.0,50.8,67.1,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,78.8,38.7,77.2,50.5,65.8,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,72.7,47.2,73.9,49.0,66.9,1,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,93.0,24.9,76.6,52.1,68.3,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,56.9,85.1,75.1,43.2,63.7,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,11.2,51.7,59.4,30.4,58.8,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,93.4,42.2,79.5,55.4,70.1,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,58.2,53.8,77.8,43.2,64.6,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,33.4,49.4,56.7,39.9,62.0,1,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,19.3,36.1,59.8,35.3,58.3,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,26.3,75.2,59.1,37.1,61.6,1,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,65.1,67.0,73.2,43.0,66.4,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,78.8,32.2,80.7,50.9,66.2,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,8.9,48.8,55.9,34.9,61.7,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,61.3,30.1,70.3,45.8,65.4,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,78.4,45.8,78.9,49.4,64.9,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,77.6,58.6,75.2,47.9,64.9,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,65.5,52.9,72.8,45.8,64.5,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,35.1,25.8,65.3,38.3,59.5,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,69.7,32.1,76.8,47.9,68.1,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,31.9,70.1,61.1,40.4,60.7,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,93.7,39.1,79.0,54.0,67.9,0,stub-1,1.0,1.0
